record_id,source_type,source_name,pmid,pmcid,title,hospital,city,state,icd10,meso_type,case_count,year_start,year_end,latitude,longitude,catchment_km,journal,affiliation,screen_score,screen_reasons,screen_status,provenance_url,notes
LIT-PMID-29102973,NCBI Literature,PubMed/PMC,29102973,PMC4507997,Parenchymal asbestosis due to primary asbestos exposure among ship-breaking workers: report of the first cases from Bangladesh.,"General Surgery, Sree Balaji Medical College",Chennai,Tamil Nadu,Asbestos,All,0,2017,2017,,,90,BMJ case reports,"Department of General Surgery, Sree Balaji Medical College and Hospital, Chennai, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC4507997/,doi:10.1371/journal.pone.0133128
LIT-PMID-28791219,NCBI Literature,PubMed/PMC,28791219,PMC5538965,Bilateral Malignant Mesothelioma of Tunica Vaginalis A Case Report on Rare Presentation.,,Mumbai,Maharashtra,Asbestos,All,1,2017,2017,,,90,Urology case reports,"Naik Nursing Home & Endoscopy Centre, Sector 12 E, Balaji Garden, Koparkhairane, Navi Mumbai, 400709, Maharastra, India",6,"primary-study-cue,india-location,cohort-count",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC5538965/,doi:10.1016/j.eucr.2017.06.006
LIT-PMID-28283033,NCBI Literature,PubMed/PMC,28283033,PMC5238397,"Resting and feeding preferences of Anopheles stephensi in an urban setting, perennial for malaria.","IDVC Field Unit, National Institute",Chennai,Tamil Nadu,Asbestos,All,0,2017,2017,,,90,Malaria journal,"IDVC Field Unit, National Institute of Malaria Research (ICMR), NIE Campus, 2nd Main Road, TNHB, Ayapakkam, Chennai, 600 077, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC5238397/,doi:10.1038/srep40551
LIT-PMID-26786721,NCBI Literature,PubMed/PMC,26786721,PMC4457128,The export of hazardous industries in 2015.,,,,Asbestos,All,0,2016,2016,,,90,Environmental health : a global access science source,"PO Box 188, Garrett Park, MD, 20896, USA",5,"mesothelioma-term,india-signal",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC4457128/,doi:10.1179/2049396714Y.0000000103
LIT-PMID-26520469,NCBI Literature,PubMed/PMC,26520469,,Fungal weathering of asbestos in semi arid regions of India.,"Chemistry, Manipal University",,Rajasthan,Asbestos,All,0,2016,2016,,,90,Ecotoxicology and environmental safety,"Department of Chemistry, Manipal University, Jaipur, Rajasthan, India; Centre for Converging Technology, University of Rajasthan, Jaipur, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/26520469/,doi:10.1016/j.ecoenv.2015.10.022
LIT-PMID-25588227,NCBI Literature,PubMed/PMC,25588227,PMC4781271,Knowledge and attitude towards asbestos hazards among asbestos workers in India.,National Institute,Ahmedabad,Gujarat,Asbestos,All,0,2015,2015,,,90,The international journal of occupational and environmental medicine,"National Institute of Occupational Health, Ahmedabad, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC4781271/,doi:10.15171/ijoem.2015.465
LIT-PMID-25495934,NCBI Literature,PubMed/PMC,25495934,,Effect of Organic Manures on the Growth of Cymbopogon citratus and Chrysopogon zizanioides for the Phytoremediation of Chromite-Asbestos Mine Waste: A Pot Scale Experiment.,,,Jharkhand,Asbestos,All,0,2015,2015,,,90,International journal of phytoremediation,"a Department of Environmental Science and Engineering, Centre of Mining Environment, Indian School of Mines , Dhanbad , Jharkhand , India",6,"mesothelioma-term,india-signal,india-location",review,https://pubmed.ncbi.nlm.nih.gov/25495934/,doi:10.1080/15226514.2014.910174
LIT-PMID-23293132,NCBI Literature,PubMed/PMC,23293132,,Agreement between chest radiography and high-resolution computed tomography in diagnosing dust-related interstitial lung fibrosis.,National Institute,Ahmedabad,Gujarat,Asbestos,All,0,2015,2015,,,90,Toxicology and industrial health,"National Institute of Occupational Health, Ahmedabad, Gujarat, India",2,"mesothelioma-term,hospital-detected,india-location,non-meso-cohort-cue",review,https://pubmed.ncbi.nlm.nih.gov/23293132/,doi:10.1177/0748233712471703
LIT-PMID-25459326,NCBI Literature,PubMed/PMC,25459326,,The global spread of asbestos.,,,,Asbestos,All,0,2014,2014,,,90,Annals of global health,"Drexel University School of Public Health, Philadelphia, Pennsylvania. Electronic address:",5,"mesothelioma-term,india-signal",review,https://pubmed.ncbi.nlm.nih.gov/25459326/,doi:10.1016/j.aogh.2014.09.016
LIT-PMID-25250196,NCBI Literature,PubMed/PMC,25250196,PMC2767155,A rare case of primary malignant pericardial mesothelioma.,"Radiology, Sri Ramachandra University",Chennai,Tamil Nadu,Asbestos,All,1,2014,2014,,,90,Journal of clinical imaging science,"Department of Radiology, Sri Ramachandra University, Chennai, Tamilnadu, India",8,"mesothelioma-term,hospital-detected,india-location,cohort-count",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC2767155/,doi:10.4103/2156-7514.139737
LIT-PMID-25161804,NCBI Literature,PubMed/PMC,25161804,PMC2074388,Malignant pleural and peritoneal mesothelioma consequential to brief indirect asbestos exposure.,"Radiology, ESI Model Hospital",,Jharkhand,Asbestos,All,0,2014,2014,,,90,Journal of clinical imaging science,"Department of Radiology, ESI Model Hospital and Post-Graduate Institute of Medical Sciences and Research, Basaidarapur, New Delhi, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC2074388/,doi:10.4103/2156-7514.135662
LIT-PMID-25085250,NCBI Literature,PubMed/PMC,25085250,,"Translocation and bioaccumulation of metals in Oryza sativa and Zea mays growing in chromite-asbestos contaminated agricultural fields, Jharkhand, India.",,,Jharkhand,Asbestos,All,0,2014,2014,,,90,Bulletin of environmental contamination and toxicology,"Department of Environmental Science and Engineering, Centre of Mining Environment, Indian School of Mines, Dhanbad, 826004, Jharkhand, India",6,"mesothelioma-term,india-signal,india-location",review,https://pubmed.ncbi.nlm.nih.gov/25085250/,doi:10.1007/s00128-014-1339-x
LIT-PMID-23776323,NCBI Literature,PubMed/PMC,23776323,PMC3076406,Asbestosis: Past voices from the Mumbai factory floor.,"Habitat, Tata Institute",Mumbai,Maharashtra,Asbestos,All,0,2012,2012,,,90,Indian journal of occupational and environmental medicine,"Department of Public Health, Jamsetji Tata Centre for Disaster Management, School of Habitat, Tata Institute of Social Sciences, Mumbai, Maharashtra, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC3076406/,doi:10.4103/0019-5278.111758
LIT-PMID-23455802,NCBI Literature,PubMed/PMC,23455802,,A unique case of well differentiated papillary mesothelioma involving an inguinal hernia.,,Chennai,Tamil Nadu,Asbestos,All,0,2012,2012,,,90,Indian journal of pathology & microbiology,"Department of Histopathology, Apollo Specialty Hospitals, Teynampet, Chennai, India",4,"mesothelioma-term,india-location",review,https://pubmed.ncbi.nlm.nih.gov/23455802/,doi:10.4103/0377-4929.107810
LIT-PMID-22590848,NCBI Literature,PubMed/PMC,22590848,PMC2556228,Occupational and environmental exposures among Alaska Native and American Indian people living in Alaska and the Southwest United States.,,,,Asbestos,All,0,2012,2012,,,90,Journal of environmental health,"Alaska Native Tribal Health Concortium, Anchorage, AK 99508, USA",5,"mesothelioma-term,india-signal",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC2556228/,
LIT-PMID-22918072,NCBI Literature,PubMed/PMC,22918072,,A study to evaluate asbestos fiber burden in lung and pleural malignancies.,,Lucknow,Uttar Pradesh,Asbestos,All,0,2010,2010,,,90,Indian journal of medical sciences,"Department of Pulmonary Medicine, CSMMU, Lucknow, UP, India",9,"mesothelioma-term,india-signal,primary-study-cue,india-location",promote,https://pubmed.ncbi.nlm.nih.gov/22918072/,
LIT-PMID-20198723,NCBI Literature,PubMed/PMC,20198723,,Health experts concerned over India's asbestos industry.,,,,Asbestos,All,0,2010,2010,,,90,"Lancet (London, England)",,5,"mesothelioma-term,india-signal",review,https://pubmed.ncbi.nlm.nih.gov/20198723/,doi:10.1016/s0140-6736(10)60251-6
LIT-PMID-19937944,NCBI Literature,PubMed/PMC,19937944,,"""Signet-ring"" cells--a caveat in the diagnosis of a diffuse peritoneal mesothelioma occurring in a lady presenting with recurrent ascites: an unusual case report.","Pathology, Tata Memorial Hospital",Mumbai,Maharashtra,Asbestos,All,1,2010,2010,,,90,Diagnostic cytopathology,"Department of Pathology, Tata Memorial Hospital, Parel, Mumbai, India",11,"mesothelioma-term,primary-study-cue,hospital-detected,india-location,cohort-count",review,https://pubmed.ncbi.nlm.nih.gov/19937944/,doi:10.1002/dc.21248
LIT-PMID-19122001,NCBI Literature,PubMed/PMC,19122001,,"Indoor radon levels in urban Hyderabad area, Andhra Pradesh, India.",Vidya Jyothi Institute,Hyderabad,Andhra Pradesh,Asbestos,All,0,2008,2008,,,90,Radiation protection dosimetry,"Vidya Jyothi Institute of Technology, C.B. Post, Hyderabad 500 075, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/19122001/,doi:10.1093/rpd/ncn311
LIT-PMID-18336278,NCBI Literature,PubMed/PMC,18336278,,Malignant mesothelioma resistance to apoptosis: recent discoveries and their implication for effective therapeutic strategies.,,,,Asbestos,All,0,2008,2008,,,90,Current medicinal chemistry,"Laboratory of Experimental Pathology, Department of Molecular Pathology and Innovative Therapies, Polytechnic University of Marche, Ancona, Italy",-1,"mesothelioma-term,india-signal,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/18336278/,doi:10.2174/092986708783885273
LIT-PMID-17900765,NCBI Literature,PubMed/PMC,17900765,,"Assessment of alpha activity of building materials commonly used in West Bengal, India.","Archaeological Sciences, Jadavpur University",Kolkata,West Bengal,Asbestos,All,0,2008,2008,,,90,Journal of environmental radioactivity,"School of Studies in Environmental Radiation and Archaeological Sciences, Jadavpur University, Kolkata 700 032, India",11,"mesothelioma-term,india-signal,primary-study-cue,hospital-detected,india-location",promote,https://pubmed.ncbi.nlm.nih.gov/17900765/,doi:10.1016/j.jenvrad.2007.08.002
LIT-PMID-21957367,NCBI Literature,PubMed/PMC,21957367,PMC1009690,Environmental health survey in asbestos cement sheets manufacturing industry.,"Fibre Toxicology Division, Industrial Toxicology Research Centre",Lucknow,Uttar Pradesh,Asbestos,All,0,2007,2007,,,90,Indian journal of occupational and environmental medicine,"Fibre Toxicology Division, Industrial Toxicology Research Centre, Mahatma Gandhi Marg, Post Box No. 80, Lucknow - 226 001 (U.P.), India",2,"mesothelioma-term,india-signal,hospital-detected,india-location,non-primary-cue",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC1009690/,doi:10.4103/0019-5278.32459
LIT-PMID-18540323,NCBI Literature,PubMed/PMC,18540323,,[Human ecology and interdisciplinary cooperation for primary prevention of environmental risk factors for public health].,Free University,,,Asbestos,All,0,2007,2007,,,90,Przeglad lekarski,"Katedra Biotechnologii Srodowiskowej i Ekologii, Wydzial GGiIS AGH, Kraków",4,"mesothelioma-term,india-signal,primary-study-cue,hospital-detected,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/18540323/,
LIT-PMID-17337034,NCBI Literature,PubMed/PMC,17337034,,"Monitoring and identification of airborne asbestos in unorganized sectors, India.",Industrial Toxicology Research Centre,,Rajasthan,Asbestos,All,0,2007,2007,,,90,Chemosphere,"Industrial Toxicology Research Centre, Mahatma Gandhi Marg, Post Box No. 80, Lucknow 226 001, India",11,"mesothelioma-term,india-signal,primary-study-cue,hospital-detected,india-location",promote,https://pubmed.ncbi.nlm.nih.gov/17337034/,doi:10.1016/j.chemosphere.2007.01.040
LIT-PMID-17119210,NCBI Literature,PubMed/PMC,17119210,,Asbestos ban in India: challenges ahead.,"Environmental Health, Lok Nayak Hospital",,Maharashtra,Asbestos,All,0,2006,2006,,,90,Annals of the New York Academy of Sciences,"Centre for Occupational and Environmental Health, Lok Nayak Hospital, New Delhi 110002, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/17119210/,doi:10.1196/annals.1371.072
LIT-PMID-16967832,NCBI Literature,PubMed/PMC,16967832,,Banning asbestos in Asia: campaigns and strategies by the Asian Network for the Rights of Occupational Accident Victims (ANROAV).,,,,Asbestos,All,0,2006,2006,,,90,International journal of occupational and environmental health,"Asia Monitor Resource Center, Unit 4, 18th Floor, Hollywood Centre, 233, Hollywood Road, Sheung Wan, Hong Kong, China SAR",5,"mesothelioma-term,india-signal",review,https://pubmed.ncbi.nlm.nih.gov/16967832/,doi:10.1179/oeh.2006.12.3.248
LIT-PMID-16262892,NCBI Literature,PubMed/PMC,16262892,PMC1150900,Asbestosis in an asbestos composite mill at Mumbai: a prevalence study.,"Surgery, LTM Medical College",Mumbai,Maharashtra,Asbestos,All,0,2005,2005,,,90,Environmental health : a global access science source,"Department of Surgery, LTM Medical College, Sion, Mumbai 400 022, India",4,"mesothelioma-term,india-signal,hospital-detected,india-location,non-meso-cohort-cue",review,https://pmc.ncbi.nlm.nih.gov/articles/PMC1150900/,doi:10.1164/rccm.200310-1436ST
LIT-PMID-16032742,NCBI Literature,PubMed/PMC,16032742,,Occupational asbestos exposure and predictable asbestos-related diseases in India.,National Institute,,,Asbestos,All,0,2005,2005,,,90,American journal of industrial medicine,"National Institute of Miners' Health, Nagpur, India",7,"mesothelioma-term,india-signal,hospital-detected",review,https://pubmed.ncbi.nlm.nih.gov/16032742/,doi:10.1002/ajim.20198
LIT-PMID-15950810,NCBI Literature,PubMed/PMC,15950810,,Asbestos problem in India.,"Environmental Sciences, Jawaharlal Nehru University",,Andhra Pradesh,Asbestos,All,0,2005,2005,,,90,"Lung cancer (Amsterdam, Netherlands)","School of Environmental Sciences, Jawaharlal Nehru University, New Delhi 110 067, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/15950810/,doi:10.1016/j.lungcan.2005.03.003
LIT-PMID-15900542,NCBI Literature,PubMed/PMC,15900542,,Occurrence of heavy metal-resistance in microflora from serpentine soil of Andaman.,"Botany, University",Kolkata,West Bengal,Asbestos,All,0,2005,2005,,,90,Journal of basic microbiology,"Microbiology Laboratory, Department of Botany, University of Calcutta, 35, Ballygunge Circular Road, Kolkata 700019, India",5,"india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/15900542/,doi:10.1002/jobm.200410499
LIT-PMID-15281370,NCBI Literature,PubMed/PMC,15281370,,Asbestos dispatches.,,,,Asbestos,All,0,2004,2004,,,90,International journal of occupational and environmental health,,-1,"mesothelioma-term,india-signal,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/15281370/,doi:10.1179/oeh.2004.10.2.111
LIT-PMID-15212222,NCBI Literature,PubMed/PMC,15212222,,Asbestos in developing countries: magnitude of risk and its practical implications.,"Environmental Health, Lok Nayak Hospital",New Delhi,Delhi,Asbestos,All,0,2004,2004,,,90,International journal of occupational medicine and environmental health,"Centre for Occupational and Environmental Health, Lok Nayak Hospital, New Delhi, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/15212222/,
LIT-PMID-15128163,NCBI Literature,PubMed/PMC,15128163,,Occupational health research in India.,National Institute,Ahmedabad,Gujarat,Asbestos,All,0,2004,2004,,,90,Industrial health,"National Institute of Occupational Health, Meghani Nagar, Ahmedabad-380016, Gujarat, India",8,"mesothelioma-term,india-signal,hospital-detected,india-location",review,https://pubmed.ncbi.nlm.nih.gov/15128163/,doi:10.2486/indhealth.42.141
LIT-PMID-14748043,NCBI Literature,PubMed/PMC,14748043,,Dr. T.K. Joshi and asbestos in India: a message from the Collegium Ramazzini.,,,,Asbestos,All,0,2004,2004,,,90,American journal of industrial medicine,"Collegium Tamazzini, International Headquarters, Castello dei Pio, 41012 Carpi/Modena, Italy",5,"mesothelioma-term,india-signal",review,https://pubmed.ncbi.nlm.nih.gov/14748043/,doi:10.1002/ajim.10346
LIT-PMID-12971687,NCBI Literature,PubMed/PMC,12971687,,Bilateral environmental and occupational health program with India.,,New Delhi,West Bengal,Asbestos,All,0,2003,2003,,,90,International journal of hygiene and environmental health,"Agency for Toxic Substances and Disease Registry, Atlanta, GA 30333, USA",0,"mesothelioma-term,india-signal,india-location,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/12971687/,doi:10.1078/1438-4639-00228
LIT-PMID-12967162,NCBI Literature,PubMed/PMC,12967162,,"The blighted hills of Roro, Jharkhand, India: a tale of corporate greed and abandonment.",,,Jharkhand,Asbestos,All,0,2003,2003,,,90,International journal of occupational and environmental health,Ban Asbestos Network of India,0,"mesothelioma-term,india-signal,india-location,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/12967162/,doi:10.1179/oeh.2003.9.3.254
LIT-PMID-12967161,NCBI Literature,PubMed/PMC,12967161,,Asbestos-related morbidity in India.,"Environmental Health, B. L. Taneja Block, Lok Nayak Hospital",New Delhi,Delhi,Asbestos,All,0,2003,2003,,,90,International journal of occupational and environmental health,"Centre for Occupational and Environmental Health, B. L. Taneja Block, Lok Nayak Hospital (Govt. of NCT of Delhi), New Delhi-110 002, India",2,"mesothelioma-term,india-signal,hospital-detected,india-location,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/12967161/,doi:10.1179/oeh.2003.9.3.249
LIT-PMID-12967155,NCBI Literature,PubMed/PMC,12967155,,Scientific controversy and asbestos: making disease invisible.,,,,Asbestos,All,0,2003,2003,,,90,International journal of occupational and environmental health,"Department of Pathology, Center for Environmental Studies, Brown University, Providence, Rhode Island 02912, USA",-1,"mesothelioma-term,india-signal,non-primary-cue",review,https://pubmed.ncbi.nlm.nih.gov/12967155/,doi:10.1179/oeh.2003.9.3.194
